row_id,Previous_description,Description,Fanout,Cap,Slew,Delay,X_drive,Y_drive,X_sink,Y_sink,C_drive,C_sink,X_context,Y_context,σ(X)_context,σ(Y)_context,Drive_cell_size,Sink_cell_size,Delta,Label_Delay_Typical,Label_Delay_Slow,Label_Delay_Fast
106419,_14473_/B2 (sky130_fd_sc_hd__o221a_2),_14473_/X (sky130_fd_sc_hd__o221a_2),0.0,0.0,0.06,0.51,646760.0,27200.0,646760.0,27200.0,0.002391,0.296641,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.14,0.37,0.37,0.37
177215,_14475_/X (sky130_fd_sc_hd__a21o_2),_14476_/B2 (sky130_fd_sc_hd__o221a_2),1.0,0.0,0.03,0.0,282900.0,837760.0,284740.0,840480.0,0.323191,0.002391,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
328128,_09888_/X (sky130_fd_sc_hd__buf_1),_14476_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.02,0.0,564880.0,367200.0,561660.0,369920.0,0.13093,0.002008,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
177214,_14476_/B2 (sky130_fd_sc_hd__o221a_2),_14476_/X (sky130_fd_sc_hd__o221a_2),0.0,0.0,0.23,1.26,284740.0,840480.0,284740.0,840480.0,0.002391,0.296641,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.5700000000000001,0.69,0.69,0.69
84801,_14476_/X (sky130_fd_sc_hd__a21o_2),_14477_/B2 (sky130_fd_sc_hd__o221a_2),1.0,0.0,0.03,0.0,563040.0,114240.0,561660.0,108800.0,0.323191,0.002391,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
327821,_09886_/X (sky130_fd_sc_hd__buf_1),_14477_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.02,0.0,557980.0,359040.0,555220.0,356320.0,0.13093,0.002008,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
126014,_14477_/B2 (sky130_fd_sc_hd__o221a_2),_14477_/X (sky130_fd_sc_hd__o221a_2),0.0,0.0,0.24,1.7,572700.0,100640.0,572700.0,100640.0,0.002391,0.296641,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.75,0.95,1.28,0.82
16398,_14477_/X (sky130_fd_sc_hd__a21o_2),_14478_/B2 (sky130_fd_sc_hd__o221a_2),1.0,0.0,0.05,0.0,1040980.0,576640.0,1044200.0,582080.0,0.323191,0.002391,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
328216,_09884_/X (sky130_fd_sc_hd__buf_1),_14478_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.02,0.0,564420.0,359040.0,562580.0,353600.0,0.13093,0.002008,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
16397,_14478_/B2 (sky130_fd_sc_hd__o221a_2),_14478_/X (sky130_fd_sc_hd__o221a_2),0.0,0.0,0.05,2.38,1044200.0,582080.0,1044200.0,582080.0,0.002391,0.296641,12000.0,12000.0,0.0,0.0,2.0,2.0,1.4500000000000002,3.83,3.83,3.83
326864,_09880_/X (sky130_fd_sc_hd__buf_1),_14479_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.02,0.0,574540.0,326400.0,572700.0,329120.0,0.13093,0.002008,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
268975,_1446_/X (sky130_fd_sc_hd__mux2_2),_1447_/A (sky130_fd_sc_hd__buf_1),1.0,0.0,0.05,0.0,123280.0,320960.0,125120.0,326400.0,0.31312,0.002152,12000.0,12000.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
307067,_1377_/X (sky130_fd_sc_hd__buf_1),_1447_/A (sky130_fd_sc_hd__nand2_2),8.0,0.04,0.49,0.0,109940.0,157760.0,121900.0,157760.0,0.13093,0.004548,116774.28571428572,167085.7142857143,6081.915425102131,7985.434359179337,1.0,2.0,0.01,0.01,0.01,0.01
301545,_1446_/X (sky130_fd_sc_hd__mux2_2),_1447_/B (sky130_fd_sc_hd__or2_2),1.0,0.0,0.04,0.0,121900.0,108800.0,126040.0,108800.0,0.31312,0.001432,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
369352,_1445_/Y (sky130_fd_sc_hd__nor3b_2),_1447_/B1 (sky130_fd_sc_hd__a211o_2),1.0,0.0,0.04,0.0,96600.0,193120.0,96600.0,195840.0,0.097971,0.002418,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
273291,_0851_/Y (sky130_fd_sc_hd__inv_2),_1447_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.02,0.0,81420.0,73440.0,79580.0,76160.0,0.344248,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
264301,_0862_/Y (sky130_fd_sc_hd__nand3_2),_1447_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,166980.0,87040.0,160540.0,89760.0,0.221568,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
381190,_1720_/X (sky130_fd_sc_hd__buf_2),_1447_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.02,0.0,126500.0,174080.0,124660.0,171360.0,0.331431,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
